,x,y,class
苏14-8-26,4239853.49,19260346.28,
桃43,4243923.7,19260534.0,
桃44,4227343.96,19261865.02,1.0
苏14-01-40H1,4249955.85,19269723.73,
苏14-6-11H,4242103.44,19252063.28,
苏14-9-20,4238575.01,19257610.45,1.0
苏14-17-44,4231401.55,19271812.02,2.0
苏14-2-34H2,4246071.8,19265888.55,
苏14-8-11H,4239715.83,19252007.3,
苏14-9-43,4238980.94,19270949.59,1.0
苏14-1-48H2,4247497.98,19273858.31,
苏14-15-21,4233409.56,19258079.76,1.0
苏14-9-19,4238565.22,19257612.47,0.0
苏14-21-50,4227398.54,19275997.02,1.0
苏14-7-12,4240540.1,19252848.19,1.0
苏14-19-46,4230726.56,19272977.79,1.0
苏14-01-41H1,4249919.85,19270316.76,
苏14-15-50,4232946.49,19274690.63,2.0
苏14-8-46,4239734.56,19272668.26,1.0
苏14-9-21,4238690.4,19258078.64,1.0
苏14-6-22,4242037.15,19259096.1,0.0
苏14-17-50,4231445.33,19274221.87,0.0
苏14-9-29H1,4238747.39,19262492.76,
苏14-4-51H2,4244500.28,19276223.2,
苏14-7-23,4240562.17,19259796.86,2.0
苏14-19-45,4230683.19,19272645.03,2.0
苏14-2-37,4246185.41,19267868.41,1.0
苏14-0-29H1,4248983.85,19262863.31,
苏14-5-47H1,4243286.11,19273688.14,
苏14-0-32H1,4248595.96,19264894.81,
苏14-6-41H1,4241981.59,19269734.67,
苏14-1-29,4246699.35,19262813.8,2.0
苏14-4-40H2,4244459.36,19269588.79,
苏14-02-17,4250480.52,19255958.38,2.0
苏14-4-51H1,4244490.7,19276256.91,
苏14-0-29H2,4248975.4,19262912.83,
苏14-02-26,4250994.968,19261022.12,1.0
苏14-1-27,4247015.79,19262333.58,1.0
苏14-6-25H,4242058.02,19260530.19,
苏14-16-08,4232634.03,19250249.44,0.0
苏14-19-02,4229341.31,19246056.47,1.0
苏14-18-09H1,4230803.67,19250714.64,
苏14-02-28,4250003.86,19262800.98,0.0
苏14-2-37H2,4246124.04,19267898.92,
苏14-13-11H2,4235396.93,19251909.75,
苏14-0-30H2,4248632.3,19263262.8,
苏14-16-09,4232638.64,19250257.46,
苏14-13-10H1,4235409.77,19251143.85,
苏14-19-03H,4229291.7,19246521.63,
苏14-0-33,4248612.7,19265352.34,1.0
苏14-17-01,4231146.1,19246205.91,0.0
苏14-15-05,4233363.51,19247823.46,2.0
苏14-1-25,4247979.42,19260773.91,1.0
苏14-13-15,4235457.08,19254205.31,1.0
苏14-9-11H1,4238608.41,19252145.01,
苏14-02-34,4250537.38,19266144.37,2.0
苏14-12-09H2,4236681.32,19250678.0,
苏14-13-05,4235363.83,19247824.14,1.0
苏14-0-31A,4248582.09,19264268.8,1.0
苏14-2-37H1,4246226.77,19267849.68,
苏14-18-08H2,4230471.15,19250174.16,
苏14-13-11H1,4235501.22,19251900.18,
苏14-02-44H2,4251545.74,19271965.54,
苏14-0-30H1,4248588.18,19263280.64,
苏14-02-30,4251011.72,19264339.1,2.0
苏14-21-03C2,4227391.3,19247022.94,1.0
苏14-0-27,4248570.85,19261629.01,1.0
苏14-9-24,4238628.07,19259037.95,1.0
苏14-21-02,4227674.02,19246078.22,1.0
苏14-20-34H2,4228874.76,19266197.99,
苏14-7-20,4240638.93,19257757.38,0.0
苏14-02-45H2,4251604.94,19272496.26,
苏14-2-36,4246177.33,19267804.7,0.0
苏14-02-29,4250705.28,19263329.83,1.0
苏14-02-33,4250625.54,19265396.7,2.0
苏14-22-02,4226771.84,19246170.27,
苏14-13-10H2,4235368.9,19251196.22,
苏14-4-36,4244527.85,19266387.1,1.0
苏14-9-23,4238636.78,19259055.95,2.0
苏14-02-27,4250566.03,19262140.3,1.0
苏14-2-35H1,4246223.61,19266545.27,
苏14-2-38,4246243.94,19267944.94,0.0
苏14-22-03,4226786.84,19246170.36,1.0
苏14-03-30,4251833.52,19264294.29,1.0
苏14-03-33,4252137.26,19265407.02,1.0
苏14-1-31,4247668.43,19264001.43,0.0
苏14-1-33H2,4247289.92,19265424.73,
苏14-02-28H2,4250320.44,19262707.98,
苏14-1-27H1,4247015.28,19261795.05,
苏14-1-33H1,4247400.02,19265412.46,
苏14-02-31H1,4250642.58,19263868.76,
苏14-2-35H2,4246144.23,19266628.17,
苏14-02-27H2,4250528.62,19262176.98,
苏14-02-27H1,4250553.77,19262070.84,
苏14-02-28H1,4250659.48,19263275.49,
苏14-02-25H1,4250964.6,19260934.07,
苏14-02-29H1,4250725.56,19263361.9,
苏14-2-38H2,4246173.33,19268047.34,
苏14-02-26H3,4250925.12,19261096.12,
苏14-2-38H1,4246319.64,19267913.98,
苏14-2-36H2,4246141.27,19267996.62,
苏14-7-52,4240584.58,19276981.34,2.0
苏14-15-51,4233391.62,19276003.89,2.0
苏14-17-51,4231332.63,19276029.63,0.0
苏14-1-49,4247445.62,19274354.52,1.0
苏14-7-52C1,4240591.79,19276974.03,0.0
苏14-15-52,4233397.38,19275995.64,2.0
苏14-02-46,4251756.34,19273671.23,0.0
苏14-0-48,4248668.4,19273382.95,2.0
苏14-15-47,4233409.87,19273001.75,0.0
苏14-02-47,4251666.0,19273706.73,2.0
苏14-17-52,4231327.12,19276021.33,2.0
苏14-0-46C3,4248555.47,19272342.69,1.0
苏14-0-37,4248690.46,19268477.7,1.0
苏14-02-48,4251555.5,19273734.5,2.0
苏14-1-50,4247440.83,19274374.52,2.0
苏14-7-52A,4240598.91,19276966.72,0.0
苏14-7-53,4240505.37,19277063.57,2.0
苏14-22-32H1,4227036.97,19264912.24,
苏14-0-46,4248630.31,19272443.89,2.0
苏14-15-53,4233403.12,19275987.52,0.0
苏14-0-46C4,4248709.01,19272528.59,0.0
苏14-15-46,4233407.38,19272992.06,2.0
苏14-16-29,4232451.66,19262397.99,2.0
苏14-10-9,4238739.47,19252174.33,1.0
苏14-16-30A,4232502.2,19262506.04,2.0
苏14-0-48C2,4248668.6,19273373.19,1.0
苏14-17-53,4231321.6,19276013.0,2.0
苏14-0-38,4248679.079,19268477.94,1.0
苏14-02-47C6,4251666.0,19273706.73,0.0
苏14-5-46H1,4243295.46,19273523.8,
苏14-7-52C4,4240605.558999999,19276959.47,1.0
苏14-02-47C4,4251666.0,19273706.73,1.0
苏14-1-44,4248554.49,19272353.37,0.0
苏14-01-25,4250631.82,19260554.92,1.0
苏14-5-46H2,4243232.2,19273554.87,
苏14-7-52C2,4240499.54,19277072.22,0.0
苏14-15-34H1,4233419.9,19266102.6,
苏14-22-32C4,4227010.26,19264940.05,2.0
苏14-15-35H1,4233435.12,19266439.61,
苏14-15-46C1,4233404.89,19272982.38,0.0
苏14-0-46C1,4248709.45,19272538.67,0.0
苏14-17-52C6,4231316.07,19276004.67,1.0
苏14-0-46C2,4248630.84,19272454.07,0.0
苏14-0-48C1,4248668.171,19273363.22,0.0
苏14-1-35C4,4247398.73,19266488.67,1.0
苏14-02-47C2,4251666.0,19273706.73,1.0
苏14-15-35H2,4233428.5,19266321.0,
苏14-10-10,4238729.66,19252173.09,2.0
苏14-0-45,4248553.51,19272364.38,1.0
苏14-02-46H2,4251759.41,19273664.06,
苏14-1-49H2,4247443.06,19274364.55,
苏14-0-32H2,4248509.26,19264846.72,
苏14-01-24,4250638.03,19260546.51,1.0
苏14-02-24,4251033.219,19260880.39,0.0
苏14-22-33C1,4227002.2,19264947.97,1.0
苏14-01-26H2,4249787.9,19261285.04,
苏14-18-08H1,4230463.26,19250220.61,
苏14-02-26H2,4250684.31,19260604.06,
苏14-2-36H1,4246337.2,19267785.7,
苏14-17-52C4,4231310.54,19275996.33,2.0
苏14-1-27C2,4246987.927,19261770.97,1.0
苏14-1-35C1,4247392.9,19266496.8,1.0
苏14-5-48,4243295.006,19273553.62,1.0
苏14-0-48C4,4248667.674,19273353.23,1.0
苏14-15-51H2,4233386.16,19276011.66,
苏14-5-47H2,4243232.7,19273584.9,
苏14-03-32,4252242.02,19264939.98,
苏14-02-26H1,4250909.0,19261034.0,
苏14-02-32,4250630.52,19264838.84,
苏14-10-11,4238719.7639999995,19252171.65,2.0
苏14-02-25C6,4251036.66,19260888.7,1.0
苏14-16-29H1,4232498.58,19262496.68,
苏14-15-34H2,4233423.1,19266207.02,
苏14-15-52C2,4233300.23,19276093.82,0.0
苏14-17-52C2,4231415.0,19276125.0,1.0
苏14-15-47H2,4233372.55,19273108.51,
苏14-15-45C4,4233389.64,19272356.68,0.0
苏14-5-47C2,4243297.96,19273567.21,1.0
苏14-22-32H3,4227099.47,19264678.04,
苏14-13-52,4235492.38,19275732.11,2.0
苏14-16-29H2,4232448.65,19262389.06,
苏14-15-45H1,4233379.26,19272452.2,
苏14-1-48H1,4247540.91,19273741.94,
苏14-15-44,4233395.11,19275993.26,2.0
苏14-13-51,4235487.39,19275723.51,1.0
苏14-15-45H2,4233390.3,19272336.57,
苏14-8-49,4239847.01,19274127.54,2.0
苏14-8-48C4,4239784.73,19274026.75,0.0
苏14-13-50,4235481.84,19275714.99,0.0
苏14-8-48C1,4239842.03,19274119.26,1.0
苏14-8-48C3,4239790.03,19274035.12,2.0
苏14-15-44H2,4233356.01,19272228.0,
苏14-8-48C2,4239837.05,19274111.0,1.0
苏14-8-48C6,4239779.17,19274017.96,0.0
苏14-13-51C4,4235476.53,19275706.89,0.0
苏14-16-28H1,4232477.8,19262448.32,
苏14-12-50,4235566.25,19275846.12,1.0
苏14-8-48,4239831.64,19274102.05,2.0
苏14-20-46C3,4228510.7,19273137.59,0.0
苏14-20-45,4228635.38,19273065.88,0.0
苏14-13-51C6,4235471.222,19275698.42,1.0
苏14-8-47,4239826.3,19274093.2,1.0
苏14-12-52,4235560.23,19275837.26,0.0
苏14-11-14,4235453.62,19273957.94,
苏14-20-46C1,4228643.99,19273060.81,2.0
苏14-20-46C2,4228519.28,19273132.45,1.0
苏14-13-55,4233452.01,19275906.7,1.0
苏14-2-25,4246188.24,19260083.69,
苏14-12-51,4235555.11,19275829.33,1.0
苏14-11-14C5,4237359.53,19254230.42,0.0
苏14-20-46C6,4228652.68,19273055.91,1.0
苏14-13-47,4235455.0,19273968.0,2.0
苏14-16-30H2,4232471.03,19262429.29,
苏14-20-46C4,4228527.95,19273127.27,1.0
苏14-11-49,4237629.34,19273621.36,
苏14-13-54,4235475.8,19277244.7,2.0
苏14-11-53,4235575.56,19275886.96,0.0
苏14-22-30,4227473.0,19263696.0,
苏14-20-46C5,4228511.84,19273119.01,1.0
苏14-22-30C4,4226421.11,19263109.11,2.0
苏14-3-30C1,4243108.39,19263428.55,0.0
苏14-11-14C2,4237385.103999999,19254247.32,0.0
苏14-20-47,4228536.77,19273122.28,1.0
苏14-15-02,4233324.199,19245766.2,1.0
苏14-16-11C2,4230763.17,19250659.13,1.0
苏14-2-25C6,4246180.5,19260089.87,0.0
苏14-7-18,4240611.36,19257951.32,
苏14-16-11C4,4232488.0,19251936.0,0.0
苏14-15-15,4233471.0,19254550.0,
苏14-10-48,4237399.21,19273680.55,1.0
苏14-10-53,4235585.63,19275840.23,1.0
苏14-13-53,4232231.41,19275558.25,0.0
苏14-16-30H1,4232463.5,19262411.12,
苏14-13-48,4234852.36,19275625.15,1.0
苏14-13-48C5,4231330.48,19275361.88,0.0
苏14-4-28,4244567.0,19262800.0,1.0
苏14-10-47,4237368.33,19273659.11,1.0
苏14-3-30,4243694.08,19263499.39,
苏14-21-29,4226910.32,19266214.21,1.0
苏14-11-14C1,4237486.83,19254313.46,0.0
苏14-19-19,4229541.23,19257092.43,
苏14-11-14C4,4237376.0,19254242.0,0.0
苏14-15-03,4233316.91,19245759.35,2.0
桃73,4235639.24,19260206.92,0.0
苏14-10-52,4237470.88,19275951.26,0.0
苏14-7-22,4240591.59,19259024.04,
苏14-22-30C6,4226421.13,19263109.12,1.0
苏14-21-37,4229656.45,19268662.32,0.0
苏14-11-52,4235575.63,19275842.32,
苏14-9-49,4237368.35,19273659.01,
苏14-11-50,4237361.18,19273649.33,0.0
苏14-16-12,4230763.27,19250659.23,0.0
苏14-6-08C6,4242024.95,19249806.27,0.0
苏14-2-25A,4246157.94,19260109.35,1.0
苏14-7-18C4,4240376.81,19258845.37,0.0
苏14-3-30C2,4245263.46,19263752.63,0.0
苏14-9-11C1,4238594.94,19253264.28,0.0
苏14-15-14,4233462.0,19254554.0,1.0
苏14-13-48C6,4235454.0,19273948.0,0.0
苏14-3-30C3,4243119.39,19263432.55,1.0
苏14-11-14C3,4237478.47,19254307.82,1.0
苏14-16-10,4232479.0,19251942.0,0.0
苏14-16-03,4233309.87,19245753.12,2.0
苏14-11-13,4237368.0,19254236.0,0.0
苏14-13-48C3,4233614.87,19275944.39,1.0
苏14-19-20,4229547.93,19257084.87,0.0
苏14-7-12C2,4240473.0,19252784.0,2.0
苏14-10-49,4237389.49,19273671.68,
苏14-22-30C2,4226421.1,19263109.1,1.0
桃78,4235079.18,19267170.27,2.0
苏14-10-49C1,4238131.79,19274755.45,0.0
苏14-2-25C4,4246165.66,19260102.82,1.0
苏14-20-35,4229632.67,19268651.34,1.0
苏14-11-15,4237470.03,19254302.24,0.0
苏14-13-53H1,4235482.28,19277263.75,
苏14-3-31,4245201.62,19263736.53,0.0
苏14-13-54H1,4235518.99,19277363.05,
苏14-16-11C1,4232407.06,19251997.23,1.0
苏14-10-51,4237470.68,19275941.38,0.0
苏14-9-12,4238932.56,19253965.23,0.0
苏14-11-14C6,4237360.0,19254231.0,0.0
苏14-16-11,4232470.0,19251946.0,
苏14-11-52C6,4235585.16,19275892.63,0.0
苏14-7-18C3,4240463.84,19258669.75,0.0
苏14-15-16,4233453.0,19254558.0,0.0
苏14-14-02,4233302.0,19245746.0,0.0
苏14-7-22C5,4240583.12,19259011.95,0.0
苏14-11-48,4237388.35,19273679.01,0.0
苏14-22-30H1,4227491.0,19263716.0,
苏14-3-30C4,4242995.37,19263374.08,0.0
苏14-13-48C7,4229633.86,19256985.85,1.0
苏14-20-18,4229633.83,19256985.83,2.0
苏14-4-03C1,4244613.0,19247413.0,0.0
苏14-13-48C1,4233011.36,19275812.08,1.0
苏14-10-50,4237379.12,19273660.74,1.0
苏14-11-44C2,4237908.0,19272698.0,0.0
苏14-4-03C5,4244750.0,19247266.0,0.0
苏14-3-32,4245215.63,19263753.62,0.0
苏14-1-10C4,4247695.49,19251179.3,0.0
苏14-1-10C1,4247879.78,19251140.08,1.0
苏14-7-12C5,4240470.65,19252774.07,
苏14-13-54C6,4235469.0,19277226.0,0.0
苏14-6-09H1,4242015.0,19249794.0,
苏14-16-11C6,4232414.46,19251990.66,
苏14-16-04,4233295.11,19245738.59,0.0
苏14-11-14C12,4240129.0,19254625.0,0.0
苏14-20-20,4229554.46,19257076.92,
苏14-20-37,4229632.12,19268651.22,0.0
苏14-7-19,4240655.0,19256562.0,0.0
苏14-10-12,4238925.69,19253964.19,1.0
苏14-4-03C6,4244750.2,19247266.3,0.0
苏14-11-44C1,4237907.0,19272708.0,0.0
苏14-11-51,4237470.61,19275931.38,2.0
苏14-4-03C4,4244606.0,19247420.0,1.0
苏14-15-16A,4233490.0,19254542.0,0.0
苏14-7-22A,4240578.04,19259004.51,1.0
苏14-11-44C7,4238412.0,19325410.0,1.0
苏14-3-28,4244215.25,19263524.23,1.0
苏14-9-48,4237368.35,19273649.01,1.0
苏14-13-48C13,4235452.0,19273928.0,0.0
苏14-22-31H1,4227439.0,19263763.0,
苏14-16-11C3,4232514.74,19251922.91,1.0
苏14-16-02,4233225.94,19245666.26,0.0
苏14-13-48C2,4235390.21,19274102.98,1.0
苏14-2-13C5,4245829.85,19253068.07,1.0
苏14-4-02,4244743.0,19247274.0,0.0
苏14-7-12C3,4240494.98,19252861.02,0.0
苏14-3-30C5,4245211.56,19263742.12,1.0
苏14-1-10,4247783.25,19251160.64,1.0
苏14-7-11,4240468.0,19252764.0,1.0
苏14-11-16,4237461.17,19254296.51,0.0
苏14-13-55H1,4235532.79,19277400.7,
苏14-16-05,4233331.57,19245772.97,1.0
苏14-19-19C1,4226520.32,19258125.36,0.0
苏14-11-45,4237905.0,19272717.0,2.0
苏14-13-48C9,4232841.03,19275771.09,
苏14-6-08C12,4242019.85,19249799.67,2.0
苏14-1-10C5,4247889.65,19251138.5,0.0
苏14-11-44C3,4237931.48,19272590.31,1.0
苏14-2-25C8,4246157.94,19260109.35,2.0
苏14-16-53,4231408.0,19276118.0,1.0
苏14-20-19,4226520.66,19258125.33,1.0
苏14-16-11C7,4232421.35,19251984.56,2.0
苏14-20-10,4228435.47,19251344.68,0.0
苏14-2-13A,4246017.1,19253166.69,1.0
苏14-22-35,4227271.0,19266228.0,1.0
苏14-15-04,4233430.8,19245847.08,0.0
苏14-11-46,4237903.0,19272727.0,1.0
苏14-15-03C3,4233505.22,19245920.86,0.0
苏14-7-18C1,4240553.33,19258136.55,0.0
苏14-1-10C2,4247705.1,19251177.17,
苏14-2-13C3,4245928.0,19253120.0,0.0
苏14-2-13C6,4245822.0,19253062.0,1.0
苏14-6-08C9,4242189.58,19249895.55,0.0
苏14-3-30C9,4241948.04,19249702.02,0.0
苏14-13-48C4,4235389.56,19274092.95,1.0
苏14-13-54H2,4235525.0,19277403.0,
苏14-11-52C2,4237471.07,19275971.56,1.0
苏14-15-03A,4233338.45,19245780.07,0.0
苏14-15-15C1,4233499.0,19254536.0,0.0
苏14-11-44C6,4298214.0,19320215.0,2.0
苏14-3-30C7,4231963.41,19219746.29,
苏14-6-08C16,4242064.0,19249736.0,0.0
苏14-16-11C5,4232505.4,19251927.74,1.0
苏14-22-29H1,4226421.13,19263109.15,
苏14-14-02A,4233174.17,19245549.45,1.0
苏14-21-09C1,4228429.69,19251336.52,1.0
苏14-21-09C5,4227454.0,19249924.0,0.0
苏14-7-12C1,4240497.66,19252871.1,2.0
苏14-13-48C11,4235452.0,19273928.0,0.0
苏14-6-08C2,4241948.04,19249702.02,2.0
苏14-2-25C1,4246321.0,19260132.0,1.0
苏14-14-03,4233423.16,19245840.63,1.0
苏14-18-11C1,4230800.93,19252181.3,2.0
苏14-2-25C10,4246150.45,19260115.82,0.0
苏14-13-48H2,4278326.53,19283978.36,
苏14-19-19C3,4229633.89,19256985.86,0.0
苏14-21-09C2,4227531.0,19250030.0,0.0
苏14-1-10C3,4247899.53,19251136.9,0.0
苏14-21-34,4227263.0,19266220.0,1.0
苏14-6-08C7,4242125.38,19239815.19,0.0
苏14-18-11C3,4230760.46,19251791.43,1.0
苏14-4-03,4244743.2,19247274.1,1.0
苏14-2-25C13,4246240.0,19260020.0,
苏14-16-52,4231402.0,19276110.0,1.0
苏14-14-03A,4233498.0,19245914.0,0.0
苏14-2-12,4226288.0,19275166.0,1.0
苏14-19-18,4229633.81,19256985.81,2.0
苏47,4207581.0,19230412.25,
苏45,4218660.56,18746670.94,0.0
苏158,4219511.52,18756266.83,1.0
苏159,4214204.88,19238172.0,0.0
苏147,4213817.09,18755965.3,0.0
苏157,4224230.32,18749407.43,1.0
苏47-9-84,4220441.41,19240131.92,
苏47-20-81,4211445.54,19237644.44,
苏47-12-60,4218608.48,19225397.47,
苏47-9-83,4220471.19,19239464.26,
苏47-21-61,4211468.56,19226195.82,
苏47-4-67,4225031.17,19229810.14,
苏47-7-64,4222497.81,19228155.7,
苏47-12-64,4218114.74,19228160.9,
苏47-3-68,4225787.35,19230662.72,
苏47-4-60,4224927.74,19225926.02,
苏47-14-63,4215780.4,18753771.59,
苏47-10-58,4219101.29,18750562.81,
苏47-6-77,4223696.36,18761959.93,
苏47-6-72,4223100.75,18758555.32,
苏47-8-73,4221287.33,18759702.47,
苏47-8-78,4221657.06,19236169.84,
苏47-3-76,4225677.45,19234865.81,
苏47-1-73,4226973.83,19233219.0,
苏47-7-58,4222091.2,19224078.1,
苏47-8-76,4221788.04,19234932.65,
苏47-6-71,4223389.28,19232234.41,
苏47-8-72,4221514.54,19233248.72,
苏47-12-61H,4218444.72,19225995.63,
苏47-15-72,4215398.15,18758857.17,
苏47-23-76,4209221.98,19234894.28,
苏47-12-63,4218278.54,19226973.66,
苏47-18-72,4213714.18,18759658.65,
苏47-17-63,4214285.69,19226968.0,
苏47-12-58,4217912.43,19224052.07,
苏47-9-43,4220391.71,19215469.59,
苏47-15-77,4215945.34,19235944.99,
苏47-3-72,4225551.0,19232227.0,
苏47-9-59,4220449.18,19224779.0,
苏47-9-60,4220394.38,19225348.62,
苏47-14-63H1,4216401.86,19226984.48,
苏47-15-76,4215954.34,19235939.64,
苏47-9-42,4220440.05,19214845.75,
苏47-15-60,4216098.82,19225156.69,
苏47-12-59,4218278.16,19224693.52,
苏47-2-56,4226527.58,19223026.8,
苏47-17-67,4213428.2,19229583.22,
苏47-12-42,4218594.7,19214780.64,
苏47-4-53,4225016.49,19221276.33,
苏47-4-50,4225510.51,19219453.65,
苏47-15-61,4216106.19,19225149.93,
苏47-9-62,4220868.05,19226465.54,
苏47-3-68H2,4225832.2,19230674.5,
苏47-2-50,4226487.34,19219462.95,
苏47-17-64,4214276.93,19226973.77,
苏47-7-62,4222816.37,19226817.73,
苏47-9-61,4220699.19,19225968.42,
苏47-17-59,4213402.68,19224538.6,
苏47-7-61,4222696.43,19226228.09,
苏47-6-73,4223671.27,19233166.07,
苏47-9-65,4220420.49,19228445.34,
苏47-4-63,4224981.47,19227098.7,
苏47-9-44,4220397.44,19215477.79,
苏47-15-58,4215717.33,19223909.44,
苏47-12-43,4218594.72,19214770.14,
苏47-6-76,4223630.63,19235017.73,
苏47-17-58,4213389.53,19223909.06,
苏47-13-59,4218293.46,19224673.63,
苏47-17-61,4213764.51,19225778.8,
苏47-9-64,4220481.51,19227728.63,
苏47-7-79,4222435.88,19236948.08,
苏47-12-68,4218598.09,19229922.04,
苏47-8-75,4221572.37,19234127.86,
苏47-9-69,4220402.54,19231021.73,
苏47-8-76H1,4221813.26,19234940.64,
苏47-10-58H1,4219826.53,19224028.59,
苏47-9-71,4220286.77,19231832.01,
苏47-15-55,4215926.93,19222610.09,
苏47-17-60,4213679.72,19225137.9,
苏47-9-60H1,4220410.63,19225343.79,
苏47-12-60H1,4218649.62,19225441.39,
苏47-12-69,4218451.68,19231046.35,
苏47-14-63H2,4221448.0,19220239.0,
苏47-3-68H1,4228456.74,19228131.8,
苏47-8-52,4221448.27,19220239.45,
苏47-12-45,4218550.58,19216734.16,
苏47-4-79,4224974.12,19236795.63,
苏47-12-65,4218545.76,19228701.79,
苏47-9-63,4220474.81,19227736.11,1.0
苏47-11-50,4219429.41,19219381.99,
苏47-9-50,4220923.67,19219308.88,
苏47-17-68,4213435.53,19229590.09,
苏47-12-71,4218670.51,19232178.24,
苏47-21-65,4211445.09,19228638.67,
苏47-7-69,4222395.26,19230680.45,
苏47-21-67,4211443.52,19229797.4,
苏47-4-82,4224987.18,19238345.55,
苏47-12-55,4218581.98,19222688.31,1.0
苏47-6-68,4223602.55,19230340.23,
苏47-9-59H2,4222395.26,19230680.45,
苏47-4-73,4225028.31,19232902.35,0.0
苏47-21-68,4211440.11,19230485.09,2.0
苏47-12-61H1,4218437.44,19225944.65,
苏47-12-72,4218634.94,19232754.29,
苏47-12-60H2,4218581.98,19222688.31,
苏47-9-68,4219963.65,19230323.97,
苏47-14-62,4216446.62,19226405.97,2.0
苏47-21-77,4211454.93,19235714.88,2.0
苏47-9-65H1,4220467.79,19228427.7,
苏47-9-64H1,4220464.55,19227745.08,
苏47-15-67,4215917.73,19229595.2,2.0
苏47-17-67H2,4213391.39,19229548.96,
苏47-12-63H1,4218260.49,19227029.2,
苏47-4-78,4224966.05,19236749.59,1.0
苏47-17-68H2,4212908.49,18757164.47,
苏47-9-65H2,4220372.7,19228460.68,
苏47-9-61H1,4220727.4,19225919.14,
苏47-14-64,4216356.47,19227575.92,2.0
苏47-17-67H1,4213472.55,19229624.61,
苏47-21-71,4211419.79,19231933.84,1.0
苏47-13-64H1,4218195.64,19227595.2,
苏47-17-68H1,4212918.48,18757163.9,
苏47-21-75,4211303.49,19234347.02,0.0
苏47-21-65H1,4211502.99,19228626.78,
苏47-8-67H2,4221530.72,19229356.33,
苏47-12-62H2,4218278.6,19226471.18,
苏47-8-67H1,4221524.65,19229379.98,
苏47-12-64H2,4218078.77,19228186.97,
苏47-14-65,4216335.29,19228679.37,1.0
苏303,4211598.76,19242982.32,0.0
苏47-4-64H2,4224973.2,19228000.0,
苏47-12-62H1,4217536.8,18753155.29,
苏47-16-64,4214369.47,19228234.04,0.0
苏47-10-84,4219821.27,19239913.67,1.0
苏47-13-64H2,4217517.38,18754263.44,
苏47-25-67,4207571.58,19229722.95,0.0
苏47-8-84,4221242.97,19240131.31,0.0
苏47-12-81,4218579.77,19238044.48,0.0
苏47-12-83,4218583.49,19239382.36,1.0
苏47-23-74,4209636.56,19233574.81,0.0
苏47-17-78,4213536.68,19236288.27,2.0
苏47-21-72,4211455.79,19232473.25,2.0
苏47-3-65,4225770.76,19229395.6,1.0
苏47-12-74,4218339.36,19233802.79,1.0
苏47-13-78,4217704.0,19236167.81,2.0
苏47-3-84,4225669.77,19239274.81,0.0
苏47-3-69,4226196.53,19231514.16,2.0
苏47-23-66,4209226.27,19229036.55,1.0
苏47-16-64H1,4214404.56,19228134.77,
苏47-21-71H1,4211448.86,19231887.14,
苏47-8-68,4221714.47,19229884.53,2.0
苏47-21-67H2,4211052.49,19229509.57,
苏47-25-67H1,4207989.63,19229754.47,
苏47-21-66H1,4211912.49,19229077.71,
苏47-6-72H2,4222995.67,19232418.73,
苏47-12-76,4218312.05,19234930.36,1.0
苏47-21-68H2,4211390.79,19229768.53,
苏47-23-65,4209231.66,19228436.68,1.0
苏47-3-66,4225758.25,19229391.76,1.0
苏47-12-71H1,4219008.42,19232233.53,
苏47-25-68H1,4208007.9,19230270.49,
苏47-3-67,4225784.58,19230047.13,1.0
苏47-17-77,4213527.88,19235797.54,1.0
苏47-16-77,4214224.36,19235800.05,0.0
苏47-13-65,4216933.17,19228665.63,0.0
苏47-8-68H2,4221329.7,19229829.0,
苏47-18-79,4212815.26,19236819.47,0.0
苏47-23-66H1,4209641.7,19228993.7,
苏47-12-80,4218575.79,19237672.84,1.0
苏47-23-65H1,4209254.2,19229015.1,
苏47-17-79,4213544.4,19236768.32,0.0
苏47-12-72H1,4218709.63,19232757.65,
苏47-16-78,4214262.94,19236298.41,1.0
苏47-3-65H1,4226249.81,19228934.19,
苏47-18-78,4212816.34,19236298.51,1.0
苏47-14-66,4216292.58,19229159.67,0.0
苏47-25-68H2,4207338.07,19230295.14,
苏47-3-66H1,4226126.0,19229407.0,
苏47-25-67H2,4207719.2,19229664.39,
苏47-12-82,4218579.24,19238728.77,1.0
苏47-28-66,4205397.0,19229284.0,0.0
苏47-16-79,4214204.55,19236797.69,1.0
苏47-11-79,4219059.98,19236520.28,0.0
苏47-18-77,4212852.84,19235779.33,0.0
苏47-20-74,4211274.54,19234229.88,2.0
苏47-4-66,4225151.57,19229392.59,1.0
苏47-23-65H2,4209243.9,19229019.34,
苏47-22-74,4210652.08,19233872.1,2.0
苏47-23-66H2,4209275.39,19229144.25,
苏47-8-68H1,4221695.02,19229789.26,
苏47-28-65,4205412.28,19228796.1,0.0
苏47-12-78,4218347.03,19235917.84,1.0
苏47-21-76,4211304.28,19234899.15,1.0
苏47-12-77,4218350.32,19235454.84,2.0
苏47-12-79,4218353.46,19236470.87,1.0
苏47-8-68C2,4221004.59,19230516.94,2.0
苏47-21-74,4211317.87,19233873.98,2.0
苏47-28-67,4205362.0,19229783.0,1.0
苏47-22-75,4210624.19,19234361.79,1.0
苏47-11-78,4219032.79,19235948.09,0.0
苏47-25-66H2,4206192.63,19229136.76,
苏47-12-80H1,4218579.17,19237526.92,
苏47-14-65H2,4216224.73,19228599.72,
苏47-12-80H2,4218505.57,19237575.1,
