日期,井号,层位,气田,采气厂,中东西,区块,自营/合作,集气站,井型,分类,投产日期,投产年份,生产时间,油压,套压,日产气量,月产气量,年产气量,历年产气量,备注
2021/12/31 0:00,苏14-5-38,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅱ类井,2008/6/23,2021,0,2.49,7.72,0,0,31.3217,2365.5774,计划关井（生产组织影响）：2021-11-11 08:00因生产组织影响(干管动火连头关井)，关井前油套压1.81/7.
2021/12/31 0:00,苏14-18-13,盒4、盒7、盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅰ类井,2009/4/24,2021,0,2.14,4.41,0,0,7.9007,3290.979,计划关井（生产组织影响）：2021-07-25 08:00因生产组织影响(停产检修)，关井前油套压2.77/4.42Mp
2021/12/31 0:00,苏14-5-25,盒8、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅱ类井,2008/11/15,2021,0,2.05,6,0,0,4.1407,2154.3899,计划关井（无气量）：2021-05-13 08:00因无气量(无气量关井)，关井前油套压1.85/5.20Mpa。
2021/12/31 0:00,苏14-4-27,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅰ类井,2008/8/11,2021,24,1.17,13.42,0.1036,3.0247,28.1277,3264.4957,
2021/12/31 0:00,苏14-0-53,盒7、盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅰ类井,2009/6/19,2021,24,1.32,9.98,0.0109,0.6974,17.3817,3247.7924,
2021/12/31 0:00,苏14-12-45,盒8下、山1、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅰ类井,2008/5/26,2021,24,1.42,1.16,0.0143,0.5689,19.2826,3362.2524,
2021/12/31 0:00,苏14-14-22,盒7、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2010/9/4,2021,24,1.13,4.74,0.2371,7.7284,46.3882,2100.5787,人工泡排
2021/12/31 0:00,苏14-1-47,山1_3、盒8上_2、盒8下_1、盒8下_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-8集气站,直井,Ⅱ类井,2019/7/24,2021,24,1.22,11,1.0434,31.6552,392.4292,897.0822,
2021/12/31 0:00,苏14-4-04,盒8上,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2008/7/12,2021,0,2.17,1.6,0,0,0,2433.5211,计划关井（无气量）：2020-03-22 08:00因无气量(无气量)，关井前油套压1.33/3.75Mpa。
2021/12/31 0:00,苏14-19-21,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2008/7/5,2021,0,2.06,9.91,0,0,19.4349,2005.638,计划关井（生产组织影响）：2021-07-25 08:00因生产组织影响(停产检修)，关井前油套压3.09/8.79Mp
2021/12/31 0:00,苏14-9-40C1,山2_2、山1_3、盒8下2、盒8下1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-8集气站,直井,Ⅲ类井,2019/6/30,2021,24,0.87,1.41,1.9945,53.6467,425.0741,718.5834,柱塞气举
2021/12/31 0:00,苏14-19-29,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅱ类井,2008/1/13,2021,0,5.15,12.96,0,0,30.2742,2029.8603,计划关井（生产组织影响）：2021-08-07 12:00因生产组织影响(检修关井)，关井前油套压2.94/11.51M
2021/12/31 0:00,苏14-1-16C2,山2、盒8下_1、盒8下_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2019/7/1,2021,24,0.88,13.96,0.4821,7.2883,127.3216,458.2012,柱塞气举
2021/12/31 0:00,苏14-01-26,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-3集气站,直井,Ⅰ类井,2010/11/29,2021,24,0.83,2.58,0.1485,5.8167,112.6273,3656.9527,
2021/12/31 0:00,苏14-8-46,马五4_2、马五4_1、山1、盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅱ类井,2013/12/18,2021,24,1.16,13.5,0.0652,4.1853,86.9107,1771.5613,
2021/12/31 0:00,苏14-1-16C4,盒8上_2、盒8下_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2019/7/1,2021,24,2.46,14.44,0.6749,10.2037,139.71,368.2113,
2021/12/31 0:00,苏14-02-28,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-3集气站,直井,Ⅱ类井,2013/10/13,2021,0,2.27,3.68,0,0,57.842,1647.6738,计划关井（无气量）：2021-05-31 08:00因无气量(无气量)，关井前油套压1.18/0.85Mpa。柱塞气举
2021/12/31 0:00,苏14-0-33,盒8、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-3集气站,直井,Ⅲ类井,2013/10/25,2021,24,1.29,12.74,0.1087,7.4279,77.0586,1512.0364,
2021/12/31 0:00,苏14-5-14,山1_2、盒8下_1、盒8下_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2009/12/15,2021,0,1.57,10.87,0,4.2947,43.3769,2731.491,计划关井（间歇生产）：2021-12-27 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压1.51/10
2021/12/31 0:00,苏14-2-47,山1_3、山1_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-8集气站,直井,Ⅰ类井,2019/7/26,2021,24,1.19,9.81,1.2112,37.6564,634.524,1849.4869,
2021/12/31 0:00,苏14-14-40,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅱ类井,2006/12/13,2021,24,2,4.38,0.143,5.6929,63.5113,2322.989,
2021/12/31 0:00,苏14-2-17,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅲ类井,2008/11/19,2021,0,1.02,19.22,0,1.151,10.5952,1095.642,计划关井（间歇生产）：2021-12-26 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压0.96/19
2021/12/31 0:00,苏14-5-41,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅰ类井,2009/6/20,2021,24,1.78,7.2,0.2905,8.6515,146.1963,3831.8566,柱塞气举
2021/12/31 0:00,苏14-17-37,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅰ类井,2006/11/30,2021,0,1.28,1.74,0,0.959,6.4734,3235.2564,计划关井（间歇生产）：2021-12-24 08:00因间歇生产(低产低效井冬关夏开)，关井前油套压1.16/1.70M
2021/12/31 0:00,苏14-0-41,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-3集气站,直井,Ⅰ类井,2009/11/17,2021,24,2.17,2.98,0.2476,9.2276,152.8899,5569.2415,速度管柱
2021/12/31 0:00,苏52-8,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅰ类井,2006/12/14,2021,0,10.95,3.57,0,0,0,3716.5505,"非计划关井（其他原因）：2019-02-19因其他原因,关井前油套压.4/3.52Mpa柱塞气举"
2021/12/31 0:00,苏14-5-29,盒7、盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅱ类井,2007/12/13,2021,0,0,0,0,0,0,1936.6046,计划关井（生产组织影响）：2020-11-22 08:00因生产组织影响(老井侧钻关井)，关井前油套压2.02/1.77
2021/12/31 0:00,苏14-02-40,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-3集气站,直井,Ⅱ类井,2008/8/9,2021,24,1.19,0.67,0.0466,1.1259,20.7281,3278.6707,
2021/12/31 0:00,苏14-4-12,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2008/7/4,2021,24,1.27,8.85,0.0482,1.3786,5.6038,1907.9145,
2021/12/31 0:00,苏14-0-46C3,盒8下_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-8集气站,直井,Ⅱ类井,2016/1/14,2021,24,1.71,2.24,0.4693,12.6225,174.7324,1700.8117,人工泡排
2021/12/31 0:00,苏14-7-53,马家沟组,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅱ类井,2015/12/9,2021,24,0.94,5.97,0.4372,12.7705,208.7562,1951.4625,人工泡排
2021/12/31 0:00,苏14-7-52C4,马家沟组,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅱ类井,2015/12/9,2021,24,1.42,6.23,0.0978,6.2787,138.7282,1645.9612,人工泡排
2021/12/31 0:00,苏14-0-48,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-8集气站,直井,Ⅲ类井,2016/1/16,2021,24,1.7,1.55,0.176,4.7332,101.9787,1213.0945,人工泡排
2021/12/31 0:00,苏14-17-51,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅲ类井,2016/1/11,2021,24,1.22,2.7,0.3527,11.5487,169.8022,1112.9832,
2021/12/31 0:00,苏14-2-46C2,山1_3、盒8下_1、盒8上_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-8集气站,直井,Ⅱ类井,2019/7/31,2021,24,1.22,1.3,1.6046,49.3649,572.2402,1184.5589,
2021/12/31 0:00,苏14-16-26,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2009/1/17,2021,0,18.26,18.2,0,0,29.9227,1745.5817,计划关井（生产组织影响）：2021-07-25 08:00因生产组织影响(停产检修)，关井前油套压2.79/17.27M
2021/12/31 0:00,苏14-5-47,盒8下、山1、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅰ类井,2009/5/27,2021,24,0.84,1.71,0.0391,2.5077,61.1705,4313.8979,
2021/12/31 0:00,苏14-18-37,盒8上、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅰ类井,2008/12/11,2021,0,2.26,2.27,0,0,1.4209,3937.097,计划关井（无气量）：2021-06-02 08:00因无气量(无气量关井)，关井前油套压0.89/5.89Mpa。
2021/12/31 0:00,苏14-6-10,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅲ类井,2008/8/27,2021,0,1.44,17.72,0,2.3041,27.7983,1107.2851,计划关井（间歇生产）：2021-12-26 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压1.32/17
2021/12/31 0:00,苏14-0-7C1,盒8下_2、山1_3,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅲ类井,2010/7/15,2021,0,0.98,16.69,0,1.152,11.5481,1458.5549,计划关井（间歇生产）：2021-12-26 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压0.93/16
2021/12/31 0:00,苏14-3-13,盒8下、山1、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2010/11/26,2021,0,2.29,1.48,0,0,12.3904,2162.0396,计划关井（无气量）：2021-05-23 08:00因无气量(无气量关井)，关井前油套压1.54/2.86Mpa。柱塞气
2021/12/31 0:00,苏14-9-51,山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅰ类井,2009/11/16,2021,0,4.92,1.68,0,0,43.9662,7678.1872,计划关井（工艺实验）：2021-09-09 08:00因工艺实验(苏14-9-50老井封堵施工关井)，关井前油套压1.9
2021/12/31 0:00,苏14-21-42,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅱ类井,2008/3/19,2021,0,1.97,9,0,0,11.1235,1707.3504,计划关井（生产组织影响）：2021-08-08 12:00因生产组织影响(检修关井)，关井前油套压3.50/8.48Mp
2021/12/31 0:00,苏14-22-34C4,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅱ类井,2010/11/10,2021,0,9.28,9.03,0,0,31.5096,2288.2453,计划关井（生产组织影响）：2021-08-07 12:00因生产组织影响(检修关井)，关井前油套压3.19/4.19Mp
2021/12/31 0:00,苏14-15-43,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅱ类井,2006/12/16,2021,0,0,0,0,0,2.9903,3201.8619,计划关井（井下作业）：2021-04-19 08:00因井下作业(老井侧钻关井)，关井前油套压2.6/4.26Mpa。速
2021/12/31 0:00,苏14-13-45,盒6、盒8上、盒8下、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅱ类井,2009/5/9,2021,0,1.39,1.27,0,0,101.2381,1782.9071,计划关井（生产组织影响）：2021-08-07 12:00因生产组织影响(检修关井)，关井前油套压2.9/8.8Mpa。
2021/12/31 0:00,苏14-7-21,盒8上、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2008/7/2,2021,9,1.35,7.4,0.3036,8.9877,125.6459,2656.249,计划关井（间歇生产）：2021-12-29 17:00-2021-12-30 08:00因间歇生产（开9h 关井15h）
2021/12/31 0:00,苏14-22-50,山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅱ类井,2010/10/18,2021,0,18.29,17.57,0,0,22.1977,1757.2122,非计划关井（其他原因）：2021-08-09 12:00因其他原因(复合软管井流程与主干管断开关井)，关井前油套压3.6
2021/12/31 0:00,苏14-11-33,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅲ类井,2010/6/22,2021,0,8.61,13.06,0,0,13.0221,1329.5114,计划关井（工艺实验）：2021-09-22 08:00因工艺实验(9-32封堵井流程断开关井)，关井前油套压1.40/1
2021/12/31 0:00,苏14-13-28,盒7、盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2009/9/21,2021,0,1.59,12.33,0,3.9586,178.6097,2666.9748,计划关井（间歇生产）：2021-12-26 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压1.51/12
2021/12/31 0:00,桃44,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅲ类井,2012/11/29,2021,0,2.78,14.09,0,0,5.0655,1006.9953,计划关井（生产组织影响）：2021-08-07 12:00因生产组织影响(检修关井)，关井前油套压8.2/8.3Mpa。
2021/12/31 0:00,苏14-0-48C4,盒8上_2、盒8下_2、山1_3,苏里格气田,采气三厂,中区,苏14区,自营,苏14-8集气站,直井,Ⅱ类井,2016/6/3,2021,24,0.9,1.38,0.2346,6.3107,80.7338,1374.9287,人工泡排
2021/12/31 0:00,苏14-5-48,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅲ类井,2016/9/20,2021,24,1.22,10.3,0.0435,2.79,67.8081,881.4454,人工泡排
2021/12/31 0:00,苏14-1-35C1,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-3集气站,直井,Ⅱ类井,2016/1/12,2021,24,1.45,5.54,0.0932,2.2521,127.8999,1468.9881,
2021/12/31 0:00,苏14-9-43,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅲ类井,2015/11/17,2021,0,2.5,18.27,0,0,32.7229,675.0937,计划关井（生产组织影响）：2021-11-11 08:00因生产组织影响(干管动火连头关井)，关井前油套压1.71/17
2021/12/31 0:00,苏14-7-52C2,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅱ类井,2015/12/9,2021,24,1.14,7.49,0.0761,4.8832,100.8728,1816.1742,人工泡排
2021/12/31 0:00,苏14-5-14C4,山1、山2、盒8下_1、盒8下_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2009/12/15,2021,0,1.18,7.15,0,5.1205,59.2524,2946.5049,计划关井（间歇生产）：2021-12-27 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压1.10/7.
2021/12/31 0:00,苏14-5-45,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅱ类井,2008/11/26,2021,0,1.85,10.68,0,0,13.2269,1962.538,非计划关井（其他原因）：2021-08-09 08:00因其他原因(复合软管井流程与主干管断开关井)，关井前油套压1.7
2021/12/31 0:00,苏14-16-42,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅱ类井,2008/5/29,2021,0,1.8,10.61,0,0,23.1143,2612.9809,计划关井（生产组织影响）：2021-06-05 08:00因生产组织影响(降产关井)，关井前油套压1.34/9.18Mp
2021/12/31 0:00,苏14-15-11,盒8下_2、盒8下_1、盒7,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2009/12/3,2021,24,1.2,13.74,0.0997,3.1302,27.2305,2400.5366,
2021/12/31 0:00,苏56-8,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅰ类井,2006/11/5,2021,0,1.61,5.39,0,3.8657,36.711,3848.3647,计划关井（间歇生产）：2021-12-24 08:00因间歇生产(低产低效井冬关夏开)，关井前油套压1.42/5.34M
2021/12/31 0:00,苏14-6-22,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅲ类井,2014/4/27,2021,0,1.46,0.73,0,2.592,51.8992,956.3645,计划关井（间歇生产）：2021-12-26 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压1.27/0.
2021/12/31 0:00,苏14-0-9C4,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅲ类井,2009/12/11,2021,0,0,0,0,0,0,1408.048,"计划关井（无气量关井）：2019-02-23因无气量关井,关井前油套压1.02/1.03Mpa柱塞气举"
2021/12/31 0:00,苏14-6-46,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅱ类井,2008/4/30,2021,24,1.86,0.75,0.0109,0.6966,39.7505,2424.2815,
2021/12/31 0:00,苏14-1-27,盒8、山1、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-3集气站,直井,Ⅱ类井,2013/8/10,2021,0,2.14,1.72,0,0,5.9292,2082.5333,计划关井（无气量）：2021-06-07 08:00因无气量(无气量关井)，关井前油套压2.14/7.24Mpa。
2021/12/31 0:00,苏14-J7,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅰ类井,2008/1/13,2021,0,2.06,1.04,0,3.0591,23.3341,3687.2055,计划关井（间歇生产）：2021-12-24 08:00因间歇生产(低产低效井冬关夏开)，关井前油套压1.83/0.99M
2021/12/31 0:00,苏14-0-7C3,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅲ类井,2010/12/12,2021,0,1.39,2.49,0,1.1943,11.59,1324.9861,计划关井（间歇生产）：2021-12-27 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压1.26/2.
2021/12/31 0:00,苏14-02-27,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-3集气站,直井,Ⅱ类井,2014/11/3,2021,0,1.06,10.19,0,7.9877,222.2733,1693.6893,计划关井（间歇生产）：2021-12-24 08:00因间歇生产(低产低效井冬关夏开)，关井前油套压0.98/10.17
2021/12/31 0:00,苏29,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅲ类井,2014/8/17,2021,0,2.12,10.73,0,0,49.8938,1158.0905,计划关井（生产组织影响）：2021-07-26 08:00因生产组织影响(集气站检修)，关井前油套压2.99/7.27M
2021/12/31 0:00,苏14-5-27,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅰ类井,2008/6/10,2021,24,1.87,1.87,0.1036,3.0247,47.4396,5699.2389,
2021/12/31 0:00,苏14-19-28C6,山22、山21、山13、山12,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅲ类井,2018/9/29,2021,24,1.04,2.77,0.5609,19.0135,181.6624,689.7632,
2021/12/31 0:00,苏14-J3,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅲ类井,2009/2/27,2021,0,1.37,7.41,0,0.959,5.3987,1230.8958,计划关井（间歇生产）：2021-12-24 08:00因间歇生产(低产低效井冬关夏开)，关井前油套压1.25/7.36M
2021/12/31 0:00,苏14-11-27,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅰ类井,2008/12/25,2021,24,1.22,0.79,0.0714,2.8451,52.0905,3564.2467,
2021/12/31 0:00,苏14-11-36,盒8下、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅱ类井,2007/11/16,2021,0,1.62,6.78,0,0,1.277,1821.4038,计划关井（无气量）：2021-06-16 08:00因无气量(无气量关井)，关井前油套压1.99/3.73Mpa。
2021/12/31 0:00,苏14-4-10,盒8、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅱ类井,2009/12/12,2021,0,2.81,1.01,0,0,20.4282,1823.53,计划关井（无气量）：2021-05-23 08:00因无气量(无气量关井)，关井前油套压1.06/1.16Mpa。柱塞气
2021/12/31 0:00,苏14-14-45,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅱ类井,2009/5/9,2021,0,1.67,7.12,0,0,53.4364,2615.9187,计划关井（生产组织影响）：2021-08-07 12:00因生产组织影响(检修关井)，关井前油套压2.9/6.19Mpa
2021/12/31 0:00,苏14-12-40,盒7、盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅰ类井,2008/5/30,2021,0,1.98,11.4,0,0,13.2026,3769.1381,计划关井（间歇生产）：2021-07-14 11:00因间歇生产(间开井关井)，关井前油套压2.84/13.08Mpa。
2021/12/31 0:00,苏14-9-29,盒8、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅰ类井,2008/1/10,2021,0,4.33,9.19,0,0,31.124,4953.6852,计划关井（工艺实验）：2021-09-22 08:00因工艺实验(9-32封堵井流程断开关井)，关井前油套压2.39/8
2021/12/31 0:00,苏14-16-16,盒8、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2009/4/4,2021,0,12.91,12.65,0,0,14.6458,2042.353,计划关井（生产组织影响）：2021-07-25 08:00因生产组织影响(停产检修)，关井前油套压2.90/10.38M
2021/12/31 0:00,苏14-02-14,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅲ类井,2011/3/10,2021,0,1.62,7.28,0,6.8324,74.8412,961.1683,计划关井（间歇生产）：2021-12-26 08:00因间歇生产(低产低效井关井，冬关夏开)，关井前油套压1.51/7.
2021/12/31 0:00,苏14-11-07,盒8上、盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅰ类井,2009/6/7,2021,24,1.8,5.13,0.1496,4.6953,60.6308,4010.3145,柱塞气举
2021/12/31 0:00,苏14-12-06,本溪组、山1、盒8上,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2009/12/4,2021,0,1.9,3.62,0,0,13.5668,2767.0862,计划关井（生产组织影响）：2021-07-25 08:00因生产组织影响(停产检修)，关井前油套压3.23/4.66Mp
2021/12/31 0:00,苏14-12-08,山1_3、盒8下_2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2009/12/4,2021,0,2.44,15.6,0,0,13.95,2945.2003,计划关井（生产组织影响）：2021-07-25 08:00因生产组织影响(停产检修)，关井前油套压1.02/13.87M
2021/12/31 0:00,苏14-7-42,盒8、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅱ类井,2011/7/12,2021,24,1.24,10.11,0.3199,9.8076,150.155,3164.6402,柱塞气举
2021/12/31 0:00,苏14-15-34,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅱ类井,2007/11/28,2021,0,2.91,1.8,0,0,0,1982.9612,"非计划关井（其他原因）：2018-09-11因其他原因,关井前油套压2.46/0Mpa柱塞气举"
2021/12/31 0:00,苏14-21-27,盒8、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-5集气站,直井,Ⅱ类井,2008/11/8,2021,0,2.81,15.82,0,0,7.6007,2415.6779,计划关井（生产组织影响）：2021-08-07 12:00因生产组织影响(检修关井)，关井前油套压3/15.3Mpa。
2021/12/31 0:00,苏14-03-09,盒8、山1、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,Ⅲ类井,2008/11/23,2021,24,0.7,6,0.0481,1.3745,9.0249,839.5366,
2021/12/31 0:00,苏14-21-11,山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅰ类井,2009/10/31,2021,0,2.01,11.69,0,0,38.4353,3693.6543,计划关井（生产组织影响）：2021-07-26 08:00因生产组织影响(集气站检修)，关井前油套压2.73/2.88M
2021/12/31 0:00,苏14-2-42,盒7、盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅰ类井,2008/8/25,2021,0,1.39,18.91,0,0.6045,20.254,3360.9147,计划关井（间歇生产）：2021-12-24 08:00因间歇生产(低产低效井冬关夏开)，关井前油套压1.23/18.86
2021/12/31 0:00,苏14-13-31,盒8下,苏里格气田,采气三厂,中区,苏14区,自营,苏14-1集气交接站,直井,Ⅱ类井,2007/11/27,2021,0,2.38,3.46,0,0,6.4993,2265.8624,计划关井（生产组织影响）：2021-06-05 08:00因生产组织影响(降产关井)，关井前油套压1.92/2.61Mp
2021/12/31 0:00,苏14-12-19,山1、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2008/7/5,2021,24,0.96,10.51,0.147,4.1864,54.8953,2923.629,人工泡排
2021/12/31 0:00,苏14-8-26,盒8,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅰ类井,2012/7/25,2021,24,1.27,0.63,0.2072,6.0492,86.5936,8361.976,
2021/12/31 0:00,苏14-5-51,盒6、盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-4集气站,直井,Ⅱ类井,2009/5/11,2021,24,1.31,10.24,0.2962,11.397,129.7849,3211.1004,速度管柱
2021/12/31 0:00,苏14-9-30,盒8下、山1,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅱ类井,2008/1/2,2021,0,8.82,8.32,0,0,17.6282,2716.8726,计划关井（工艺实验）：2021-09-22 08:00因工艺实验(9-32封堵井流程断开关井)，关井前油套压2.53/6
2021/12/31 0:00,苏14-6-03C6,,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,,2021/8/31,2021,24,1.23,12.77,1.548,45.8787,106.7318,106.7318,
2021/12/31 0:00,苏14-6-03C5,,苏里格气田,采气三厂,中区,苏14区,自营,苏14-6集气站,直井,,2021/8/31,2021,24,1.4,10.58,1.518,45.5993,106.452,106.452,
2021/12/31 0:00,苏14-13-10,盒8、山1、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-7集气站,直井,Ⅱ类井,2012/5/21,2021,24,1.27,3.6,0.546,16.4668,197.3315,3354.411,人工泡排
2021/12/31 0:00,苏14-6-25,盒8下、山1、山2,苏里格气田,采气三厂,中区,苏14区,自营,苏14-2集气站,直井,Ⅰ类井,2009/5/27,2021,24,1.54,1.8,0.2072,6.0489,143.9882,5395.246,
